English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
stick (sth) in/into/through etc.,,8,lexisband3,
stiff,,8,lexisband3,
still,unmoving,9,lexisband3,
sting,,8,lexisband3,
story/storey,floor of building,9,lexisband3,
straightforward,,9,lexisband3,
strain,physical tension; mental stress,9,lexisband3,
strictly,,8,lexisband3,
strictly forbidden / prohibited,,8,lexisband3,
style,attractive quality,8,lexisband3,
submit,,8,lexisband3,
substitute,,9,lexisband3,
subtract,,9,lexisband3,
suburb,,8,lexisband3,
suicide,,8,lexisband3,
sunlight,,9,lexisband3,
surrounding,,8,lexisband3,
sweat,,8,lexisband3,
swing,,9,lexisband3,
symptom,,8,lexisband3,
tag,piece of paper or metal with information on it tied to something large,8,lexisband3,
take a deep breath,,9,lexisband3,
take account of sth,,9,lexisband3,
take advantage of sb/sth,,8,lexisband3,
take charge,,8,lexisband3,
take control,Prod,8,lexisband3,
take it for granted,,8,lexisband3,
take turns or take it in turns,,8,lexisband3,
take your breath away,,8,lexisband3,
take your time,,9,lexisband3,
take sb/sth for granted,,9,lexisband3,
take sb's word for it,,8,lexisband3,
take sth into consideration,,9,lexisband3,
tale,,8,lexisband3,
talk over sth or talk sth over,,8,lexisband3,
talk sb into sth/doing sth,,9,lexisband3,
tell off sb or tell sb off,,8,lexisband3,
tempt,,9,lexisband3,
tension,feeling; nervous; situation,8,lexisband3,
the the...,"to compare e.g. """"the more the merrier""""""",9,lexisband3,
the best/worst etc. yet,,8,lexisband3,
the day/week/year etc. before last,,9,lexisband3,
the former,,9,lexisband3,
the look of sb/sth,,9,lexisband3,
the media,,9,lexisband3,
the other way round / around,,9,lexisband3,
the outside,,8,lexisband3,
the pros and cons,,9,lexisband3,
the sight of sb/sth,,8,lexisband3,
the thing is ...,,8,lexisband3,
the trouble with sb/sth,,9,lexisband3,
theft,,9,lexisband3,
therapy,,9,lexisband3,
thigh,,9,lexisband3,
think through sth or think sth through,,9,lexisband3,
thoroughly,,9,lexisband3,
those who/which/that,,9,lexisband3,
thread,group of pieces of writing on Internet,8,lexisband3,
throughout,,9,lexisband3,
tide,,8,lexisband3,
tighten,,9,lexisband3,
to (the best of) my knowledge,,8,lexisband3,
to a great/large etc. extent,,9,lexisband3,
to be precise,,9,lexisband3,
to make matters worse,,9,lexisband3,
to my mind,,8,lexisband3,
to some extent / to a certain extent,,8,lexisband3,
trace,,8,lexisband3,
trail,,8,lexisband3,
transparent,,9,lexisband3,
trap,,8,lexisband3,
tray,,9,lexisband3,
tremendous,,9,lexisband3,
trivial,,8,lexisband3,
tropical,,8,lexisband3,
turn down sb/sth or turn sb/sth down,,9,lexisband3,
turn to sb/sth,,9,lexisband3,
turn up (somewhere),,8,lexisband3,
tutor,,8,lexisband3,
ultimate,,9,lexisband3,
uncertain,,9,lexisband3,
under attack/control/ investigation etc.,,9,lexisband3,
undoubtedly,,9,lexisband3,
unusually big / strong/good etc.,,9,lexisband3,
unwilling,,9,lexisband3,
upon,,8,lexisband3,
vanish,,8,lexisband3,
vegan,,9,lexisband3,
versus,,9,lexisband3,
vitamin,,9,lexisband3,
waist,,9,lexisband3,
wander,,9,lexisband3,
ward,,9,lexisband3,
whale,,9,lexisband3,
What ... for?,,8,lexisband3,
whenever possible,Prod,8,lexisband3,
wherever possible,,9,lexisband3,
whisper,,9,lexisband3,
whistle,,9,lexisband3,
widow,,8,lexisband3,
willingness,,9,lexisband3,
wipe sth away/from/off etc.,,9,lexisband3,
wire,,9,lexisband3,
with/in reference to sth,,9,lexisband3,
without (a) doubt,,9,lexisband3,
wolf,,9,lexisband3,
would appreciate,,9,lexisband3,
wound,,9,lexisband3,
x-ray,,8,lexisband3,
yawn,,9,lexisband3,
yell,,9,lexisband3,
you never know,,9,lexisband3,
