English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
instruction,הוראה,8,lexisband3,Follow the instructions carefully.
instrument,"כלי, מכשיר",8,lexisband3,The piano is a musical instrument.
insult,"עלבון, לעלוב",8,lexisband3,That was a terrible insult.
intelligent,"חכם, אינטליגנטי",8,lexisband3,Dolphins are very intelligent animals.
intense,"עז, חזק",8,lexisband3,The heat was intense.
intention,כוונה,8,lexisband3,I had no intention of hurting you.
interact,לקיים אינטראקציה,8,lexisband3,Students interact with the teacher.
internal,פנימי,8,lexisband3,This is an internal matter.
interrupt,"להפריע, לקטוע",8,lexisband3,"Sorry to interrupt, but..."
interval,"הפסקה, מרווח",8,lexisband3,There's a 15-minute interval.
interview,ראיון עבודה,8,lexisband3,I have a job interview tomorrow.
investigate,לחקור,8,lexisband3,Police are investigating the crime.
investment,השקעה,8,lexisband3,Property is a good investment.
invisible,בלתי נראה,8,lexisband3,Germs are invisible to the naked eye.
involve,לכלול,8,lexisband3,The project involves three teams.
island,אי,8,lexisband3,They live on a small island.
issue,גיליון,8,lexisband3,I read the latest issue of the magazine.
item,פריט,8,lexisband3,This item is on sale.
jail,"כלא, לכלוא",8,lexisband3,He was sent to jail for theft.
journey,מסע,8,lexisband3,Life is a journey.
judge,"שופט, לשפוט",8,lexisband3,Don't judge people by appearance.
judgment,שיקול דעת,8,lexisband3,Use your own judgment.
junior,"זוטר, צעיר",8,lexisband3,He's a junior member of staff.
jury,חבר מושבעים,8,lexisband3,The jury reached a verdict.
label,תווית,8,lexisband3,Check the label for instructions.
labor,"עבודה, עמל",8,lexisband3,Manual labor is hard work.
largely,במידה רבה,8,lexisband3,Success depends largely on effort.
latter,האחרון (מבין שניים),8,lexisband3,"Of the two options, I prefer the latter."
launch,"לשגר, להשיק",8,lexisband3,They will launch a new product.
leak,לדלוף,8,lexisband3,The pipe is leaking water.
lean,"רזה, שרירי",8,lexisband3,He has a lean physique.
legal,חוקי,8,lexisband3,Is this legal?
leisure,פנאי,8,lexisband3,I enjoy reading in my leisure time.
lend,להלוות,8,lexisband3,Can you lend me some money?
liberate,לשחרר,8,lexisband3,The prisoners were liberated.
license,רישיון,8,lexisband3,You need a license to drive.
lie,שקר,8,lexisband3,Don't tell lies.
link,"קישור, לקשר",8,lexisband3,Click on this link.
literally,"ממש, לממש",8,lexisband3,I'm literally dying of hunger!
literature,ספרות,8,lexisband3,She studies English literature.
lively,מלא חיים,8,lexisband3,The party was very lively.
loads of,המון,8,lexisband3,We have loads of time.
locate,למצוא מיקום,8,lexisband3,Can you locate the building on the map?
logic,היגיון,8,lexisband3,There's no logic in his argument.
loose,רופף,8,lexisband3,This screw is loose.
loss,"אובדן, הפסד",8,lexisband3,The company reported a loss.
lots of,הרבה,8,lexisband3,We saw lots of animals at the zoo.
luxury,"מותרות, יוקרה",8,lexisband3,They live in luxury.
maintain,לתחזק,8,lexisband3,It's important to maintain your car.
major,"ראשי, עיקרי",8,lexisband3,This is a major problem.
male,"זכר, גברי",8,lexisband3,The male students are in the minority.
manner,"צורה, אופן",8,lexisband3,She spoke in a polite manner.
manufacturer,יצרן,8,lexisband3,This manufacturer makes quality products.
marriage,נישואין,8,lexisband3,Their marriage lasted 50 years.
mass,"המון, מסה",8,lexisband3,A mass of people gathered.
massive,"ענק, מסיבי",8,lexisband3,There was a massive earthquake.
mate,חבר,8,lexisband3,He went out with his mates.
mature,"בוגר, בשל",8,lexisband3,She's very mature for her age.
maximum,מקסימום,8,lexisband3,The maximum speed is 120 km/h.
meantime,בינתיים,8,lexisband3,"Meantime, we should wait."
medal,מדליה,8,lexisband3,She won a gold medal.
media,תקשורת,8,lexisband3,The media reported the story.
medical,רפואי,8,lexisband3,He needs medical attention.
medium,בינוני,8,lexisband3,What size do you want? Medium.
melt,להימס,8,lexisband3,The ice is melting.
mention,לציין,8,lexisband3,He mentioned your name.
merely,"רק, בסך הכל",8,lexisband3,I merely suggested an idea.
mess,בלגן,8,lexisband3,Your room is a mess!
metal,מתכת,8,lexisband3,This box is made of metal.
mild,"עדין, מתון",8,lexisband3,The weather is mild today.
military,צבאי,8,lexisband3,He has a military background.
minimal,מינימלי,8,lexisband3,The damage was minimal.
minimum,מינימום,8,lexisband3,The minimum age is 18.
ministry,משרד ממשלתי,8,lexisband3,The Ministry of Education announced changes.
minor,"קטין, מינורי",8,lexisband3,It's just a minor problem.
minority,מיעוט,8,lexisband3,They are a minority group.
missing,נעדר,8,lexisband3,The missing child was found.
mission,משימה,8,lexisband3,Their mission is to help the poor.
mix,לערבב,8,lexisband3,Mix the ingredients together.
moreover,יתרה מזאת,8,lexisband3,"Moreover, I think you're wrong."
motion,תנועה,8,lexisband3,The boat rocked with the motion of the waves.
motivate,"להניע, לעודד",8,lexisband3,Teachers should motivate students.
mount,"לעלות, להרכיב",8,lexisband3,Mount the picture on the wall.
multiple,"מרובה, רב",8,lexisband3,There are multiple reasons.
murder,"רצח, לרצוח",8,lexisband3,He was charged with murder.
muscle,שריר,8,lexisband3,Exercise builds muscle.
mysterious,מסתורי,8,lexisband3,There was a mysterious noise.
myth,מיתוס,8,lexisband3,That's just a myth.
narrow,צר,8,lexisband3,The street is very narrow.
nation,אומה,8,lexisband3,Representatives from every nation attended.
neat,"מסודר, נקי",8,lexisband3,Keep your desk neat and tidy.
negotiate,לנהל משא ומתן,8,lexisband3,They're negotiating a peace agreement.
neighbor,שכן,8,lexisband3,Our neighbors are very friendly.
nervous,"עצבני, לחוץ",8,lexisband3,I'm nervous about the exam.
network,רשת,8,lexisband3,Social networks are very popular.
neutral,ניטרלי,8,lexisband3,Switzerland remained neutral in the war.
nevertheless,עם זאת,8,lexisband3,"It was raining; nevertheless, we went out."
noble,אציל,8,lexisband3,He comes from a noble family.
nomination,מועמדות,8,lexisband3,She won the nomination for best actress.
none,אף אחד לא,8,lexisband3,None of my friends came.
nonsense,שטויות,8,lexisband3,That's complete nonsense!
numerous,רבים,9,lexisband3,There are numerous examples.
obey,לציית,9,lexisband3,Children should obey their parents.
object,להתנגד,9,lexisband3,I object to this proposal.
objective,"מטרה, יעד",9,lexisband3,What's your main objective?
obligation,חובה,9,lexisband3,You have no obligation to help.
observation,תצפית,9,lexisband3,He made an interesting observation.
obtain,להשיג,9,lexisband3,How did you obtain this information?
obvious,"ברור, מובן",9,lexisband3,The answer is obvious.
occasion,"אירוע, הזדמנות",9,lexisband3,This is a special occasion.
occupy,"לכבוש, לתפוס",9,lexisband3,Enemy forces occupied the city.
odd,מוזר,9,lexisband3,That's an odd thing to say.
offend,"לפגוע, להעליב",9,lexisband3,I didn't mean to offend you.
offense,"עבירה, עוון",9,lexisband3,He committed a serious offense.
official,רשמי,9,lexisband3,This is an official document.
oppose,להתנגד,9,lexisband3,Many people oppose the plan.
option,"אופציה, ברירה",9,lexisband3,What are my options?
oral,בעל פה,9,lexisband3,We have an oral exam tomorrow.
ordinary,"רגיל, שגרתי",9,lexisband3,It was just an ordinary day.
organ,איבר,9,lexisband3,The heart is a vital organ.
organize,לארגן,9,lexisband3,Who will organize the event?
origin,"מוצא, ראשית",9,lexisband3,What's the origin of this word?
outcome,תוצאה,9,lexisband3,What was the outcome of the meeting?
outdoor,"חוץ, בחוץ",9,lexisband3,I love outdoor activities.
outline,"מתאר, לתאר בקצרה",9,lexisband3,Give me an outline of your plan.
output,תפוקה,9,lexisband3,The factory increased its output.
outstanding,יוצא דופן,9,lexisband3,She did an outstanding job.
overcome,להתגבר על,9,lexisband3,She overcame many obstacles.
overlook,"להתעלם, לא לשים לב",9,lexisband3,We can't overlook this problem.
owe,לחוב,9,lexisband3,I owe you $10.
pace,"קצב, פסיעה",9,lexisband3,Walk at a steady pace.
pain,"כאב, צער",9,lexisband3,She felt a sharp pain in her chest.
painful,"כואב, מצער",9,lexisband3,It was a painful experience.
panel,"פאנל, צוות",9,lexisband3,A panel of experts discussed the issue.
panic,פאניקה,9,lexisband3,"Don't panic, stay calm."
parliament,פרלמנט,9,lexisband3,Parliament passed a new law.
participant,משתתף,9,lexisband3,All participants received certificates.
participate,להשתתף,9,lexisband3,Everyone can participate in the discussion.
particular,מסוים,9,lexisband3,I'm looking for a particular book.
partner,שותף,9,lexisband3,She's my business partner.
passage,"קטע, מעבר",9,lexisband3,Read the following passage.
passion,תשוקה,9,lexisband3,He has a passion for music.
passive,פסיבי,9,lexisband3,"Don't be so passive, take action!"
paste,להדביק,9,lexisband3,Copy and paste the text.
patch,טלאי,9,lexisband3,There's a patch on his jacket.
path,"דרך, שביל",9,lexisband3,Follow the path through the woods.
patience,סבלנות,9,lexisband3,Teaching requires patience.
pattern,"תבנית, דפוס",9,lexisband3,I noticed a pattern in the data.
pause,"הפסקה, להפסיק",9,lexisband3,Let's pause for a moment.
peak,"שיא, פסגה",9,lexisband3,We reached the mountain peak.
peculiar,"מוזר, מיוחד",9,lexisband3,He has peculiar habits.
peer,"עמית, בן גיל",9,lexisband3,Peer pressure affects teenagers.
penalty,עונש,9,lexisband3,The penalty for speeding is a fine.
perceive,"לתפוס, להבין",9,lexisband3,How do you perceive this situation?
perform,"לבצע, להופיע",9,lexisband3,The band will perform tonight.
permanent,"קבוע, קיים",9,lexisband3,She has a permanent job.
permit,"להתיר, אישור",9,lexisband3,Smoking is not permitted here.
persist,להתמיד,9,lexisband3,"If you persist, you'll succeed."
personality,אישיות,9,lexisband3,She has a strong personality.
personally,באופן אישי,9,lexisband3,I personally disagree.
perspective,פרספקטיבה,9,lexisband3,Try to see things from my perspective.
persuade,לשכנע,9,lexisband3,I tried to persuade her to come.
phase,"שלב, פאזה",9,lexisband3,We're in the final phase of the project.
phenomenon,תופעה,9,lexisband3,Global warming is a serious phenomenon.
philosophical,פילוסופי,9,lexisband3,That's a philosophical question.
physical,"פיזי, גופני",9,lexisband3,Physical exercise is important.
pioneer,חלוץ,9,lexisband3,He was a pioneer in computer science.
pity,"רחמים, חבל",9,lexisband3,What a pity you can't come!
plain,"פשוט, ברור",9,lexisband3,The instructions are written in plain English.
pleasant,נעים,9,lexisband3,We had a pleasant conversation.
plot,עלילה,9,lexisband3,The novel has an interesting plot.
plus,"בנוסף, פלוס",9,lexisband3,The room costs $100 plus tax.
poem,שיר,9,lexisband3,She wrote a beautiful poem.
pole,"מוט, עמוד",9,lexisband3,The flag flies on a tall pole.
policy,מדיניות,9,lexisband3,What's the company's policy on overtime?
politics,פוליטיקה,9,lexisband3,He's not interested in politics.
poll,סקר,9,lexisband3,The poll shows support for the proposal.
pollution,זיהום,9,lexisband3,Air pollution is a serious problem.
pond,בריכה,9,lexisband3,There are fish in the pond.
portion,"מנה, חלק",9,lexisband3,I'll have a small portion please.
portrait,דיוקן,9,lexisband3,They hung a portrait of the queen.
pose,"להציב, להוות",9,lexisband3,This poses a serious threat.
position,עמדה,9,lexisband3,What's your position on this issue?
possess,"להחזיק, להיות בעל",9,lexisband3,He possesses great talent.
potential,פוטנציאל,9,lexisband3,She has great potential.
pound,פאונד,9,lexisband3,The bag weighs 5 pounds.
poverty,עוני,9,lexisband3,Many people live in poverty.
practical,מעשי,9,lexisband3,Let's find a practical solution.
praise,"שבח, לשבח",9,lexisband3,The teacher praised his work.
pray,להתפלל,9,lexisband3,They pray every day.
precaution,אמצעי זהירות,9,lexisband3,Take precautions against fire.
precise,מדויק,9,lexisband3,Please give me precise instructions.
predict,לחזות,9,lexisband3,It's hard to predict the future.
preference,העדפה,9,lexisband3,What's your preference?
pregnant,בהריון,9,lexisband3,She's three months pregnant.
prejudice,דעה קדומה,9,lexisband3,We must fight prejudice.
premise,"הנחה, מושכל יסוד",9,lexisband3,Your argument is based on a false premise.
preparation,הכנה,9,lexisband3,The meal requires careful preparation.
prescribe,לרשום תרופה,9,lexisband3,The doctor prescribed antibiotics.
presence,נוכחות,9,lexisband3,Your presence is requested.
presentation,"מצגת, הצגה",9,lexisband3,She gave an excellent presentation.
preserve,לשמר,9,lexisband3,We must preserve nature.
press,עיתונות,9,lexisband3,The press reported the scandal.
presumably,ככל הנראה,9,lexisband3,"Presumably, he'll arrive soon."
pretend,להעמיד פנים,9,lexisband3,Stop pretending you don't know!
previous,קודם,9,lexisband3,I liked the previous version better.
priest,כומר,9,lexisband3,The priest conducted the service.
primary,"ראשוני, עיקרי",9,lexisband3,What's your primary concern?
prime,"ראשוני, עיקרי",9,lexisband3,This is of prime importance.
principal,"ראשי, עיקרי",9,lexisband3,Safety is our principal concern.
principle,עקרון,9,lexisband3,It's a matter of principle.
prior,קודם,9,lexisband3,You need prior experience for this job.
priority,עדיפות,9,lexisband3,Education should be a priority.
prison,כלא,9,lexisband3,He spent 10 years in prison.
privilege,"זכות, פריווילגיה",9,lexisband3,"Driving is a privilege, not a right."
probe,"חקירה, לחקור",9,lexisband3,Scientists probe the mysteries of space.
procedure,נוהל,9,lexisband3,Follow the correct procedure.
proceed,להמשיך,9,lexisband3,Please proceed with your presentation.
process,תהליך,9,lexisband3,Learning is a gradual process.
procession,תהלוכה,9,lexisband3,A funeral procession passed by.
produce,תוצרת,9,lexisband3,We buy local produce.
production,הפקה,9,lexisband3,The production will open next month.
profession,מקצוע,9,lexisband3,What's your profession?
profit,רווח,9,lexisband3,The company made a huge profit.
progress,התקדמות,9,lexisband3,We're making good progress.
prohibit,לאסור,9,lexisband3,Smoking is strictly prohibited.
prominent,"בולט, מוביל",9,lexisband3,She's a prominent scientist.
promise,הבטחה,9,lexisband3,He made a promise to help.
prompt,"מיידי, מהיר",9,lexisband3,Thank you for your prompt response.
pronounce,לבטא,9,lexisband3,How do you pronounce this word?
proof,הוכחה,9,lexisband3,Do you have proof?
proper,"נאות, ראוי",9,lexisband3,Use the proper tools for the job.
property,"רכוש, נכס",9,lexisband3,This is private property.
proportion,פרופורציה,9,lexisband3,The costs are out of proportion.
proposal,הצעה,9,lexisband3,They approved our proposal.
propose,להציע,9,lexisband3,I propose we take a break.
prospect,"סיכוי, נוף",9,lexisband3,There's little prospect of success.
prosperity,שגשוג,9,lexisband3,The country enjoyed prosperity.
protect,להגן,9,lexisband3,We must protect the environment.
protest,מחאה,9,lexisband3,Thousands joined the protest.
proud,גאה,9,lexisband3,I'm proud of your achievement.
prove,להוכיח,9,lexisband3,Can you prove your claim?
province,מחוז,9,lexisband3,Quebec is a Canadian province.
provision,"הוראה, אספקה",9,lexisband3,There's a provision for emergencies.
psychological,פסיכולוגי,9,lexisband3,She needs psychological support.
publication,פרסום,9,lexisband3,His latest publication is excellent.
publicity,פרסומת,9,lexisband3,The event got a lot of publicity.
publish,לפרסם,9,lexisband3,When will you publish the results?
punish,להעניש,9,lexisband3,Parents shouldn't punish children harshly.
purchase,"קנייה, לקנות",9,lexisband3,Keep your purchase receipt.
purely,בצורה טהורה,9,lexisband3,It was purely accidental.
pursue,לרדוף אחרי,9,lexisband3,She pursued her dream.
puzzle,"חידה, תעלומה",9,lexisband3,His behavior is a puzzle.
qualification,כישור,9,lexisband3,What qualifications do you have?
quote,ציטוט,9,lexisband3,He began with a famous quote.
race,גזע,9,lexisband3,People of all races should be treated equally.
rack,מדף,9,lexisband3,Put the dishes on the rack.
rage,"זעם, חמה",9,lexisband3,He was filled with rage.
raid,פשיטה,9,lexisband3,Police conducted a raid on the building.
rail,מסילה,9,lexisband3,Don't cross the rail tracks.
range,"טווח, מגוון",9,lexisband3,The store offers a wide range of products.
rank,דרגה,9,lexisband3,He holds the rank of captain.
rapid,מהיר,9,lexisband3,The city is experiencing rapid growth.
rare,נדיר,9,lexisband3,This is a rare opportunity.
rarely,לעיתים רחוקות,9,lexisband3,She rarely complains.
rate,קצב,9,lexisband3,Crime is increasing at an alarming rate.
rating,דירוג,9,lexisband3,The show has high ratings.
rational,רציונלי,9,lexisband3,Try to be rational about this.
raw,"גלם, נא",9,lexisband3,Don't eat raw meat.
react,להגיב,9,lexisband3,How did she react to the news?
reading,פרשנות,9,lexisband3,What's your reading of the situation?
reality,מציאות,9,lexisband3,Face reality!
realm,"תחום, ממלכה",9,lexisband3,That's beyond the realm of possibility.
rear,"אחורי, לגדל",9,lexisband3,The rear entrance is locked.
reasonable,סביר,9,lexisband3,That's a reasonable price.
reasoning,"הגיון, חשיבה",9,lexisband3,I don't follow your reasoning.
recall,לזכור,9,lexisband3,I can't recall his name.
reception,קבלת פנים,9,lexisband3,The reception was very friendly.
recipe,מתכון,9,lexisband3,Do you have a recipe for chocolate cake?
recognition,הכרה,9,lexisband3,He deserves recognition for his work.
recommend,להמליץ,9,lexisband3,Can you recommend a good restaurant?
recover,להתאושש,9,lexisband3,It takes time to recover from illness.
recruit,לגייס,9,lexisband3,The company is recruiting new staff.
reduce,להפחית,9,lexisband3,We need to reduce costs.
refer,להתייחס,9,lexisband3,The article refers to recent events.
reference,התייחסות,9,lexisband3,He made reference to your work.
reflect,לשקף,9,lexisband3,His behavior reflects his upbringing.
reform,רפורמה,9,lexisband3,The government proposed reforms.
refugee,פליט,9,lexisband3,Many refugees fled the war.
refusal,סירוב,9,lexisband3,His refusal surprised everyone.
refuse,"אשפה, פסולת",9,lexisband3,Put the refuse in the bin.
regard,התייחסות,9,lexisband3,He has no regard for others.
regarding,בנוגע ל,9,lexisband3,I'm calling regarding your application.
regime,משטר,9,lexisband3,The regime fell after the revolution.
region,אזור,9,lexisband3,This region is known for wine production.
register,"לרשום, רישום",9,lexisband3,Please register for the course.
regret,"חרטה, להצטער",9,lexisband3,I regret my decision.
regulate,לווסת,9,lexisband3,Laws regulate business practices.
regulation,תקנה,9,lexisband3,Follow safety regulations.
reinforce,לחזק,9,lexisband3,This reinforces my argument.
reject,לדחות,9,lexisband3,They rejected our offer.
relate,לקשר,9,lexisband3,How does this relate to our topic?
relation,"יחס, קשר",9,lexisband3,There's a relation between diet and health.
relative,יחסי,9,lexisband3,Everything is relative.
relatively,יחסית,9,lexisband3,The test was relatively easy.
release,לשחרר,9,lexisband3,The prisoner was released.
relevant,רלוונטי,9,lexisband3,Is this information relevant?
reliable,אמין,9,lexisband3,He's a reliable person.
relief,הקלה,9,lexisband3,What a relief!
religion,דת,9,lexisband3,Freedom of religion is a basic right.
rely,לסמוך על,9,lexisband3,You can rely on me.
remain,להישאר,9,lexisband3,Please remain seated.
remark,הערה,9,lexisband3,She made a rude remark.
remarkable,יוצא דופן,9,lexisband3,That's a remarkable achievement.
remind,להזכיר,9,lexisband3,Remind me to call John.
remote,מרוחק,9,lexisband3,They live in a remote village.
remove,להסיר,9,lexisband3,Remove your shoes before entering.
render,לגרום ל,9,lexisband3,The accident rendered him unable to walk.
renew,לחדש,9,lexisband3,I need to renew my passport.
rent,שכר דירה,9,lexisband3,How much is the monthly rent?
repair,"תיקון, לתקן",9,lexisband3,The car needs repair.
repeat,לחזור,9,lexisband3,Could you repeat that please?
repetition,חזרה,9,lexisband3,Repetition helps learning.
replace,להחליף,9,lexisband3,We need to replace the old computer.
reply,"תשובה, להשיב",9,lexisband3,I'm waiting for his reply.
report,דו״ח,9,lexisband3,Write a report on your findings.
represent,לייצג,9,lexisband3,Who will represent us at the meeting?
representative,נציג,9,lexisband3,He's the company's representative.
reputation,מוניטין,9,lexisband3,The school has an excellent reputation.
request,בקשה,9,lexisband3,They made a request for help.
require,לדרוש,9,lexisband3,This job requires experience.
requirement,דרישה,9,lexisband3,What are the requirements for the job?
rescue,"חילוץ, להציל",9,lexisband3,The rescue team saved the climbers.
research,מחקר,9,lexisband3,She's doing research on climate change.
resemble,להידמות,9,lexisband3,She resembles her mother.
reservation,הזמנה,9,lexisband3,I made a reservation for dinner.
reserve,"שמורה, לשמור",9,lexisband3,This area is a nature reserve.
residence,מקום מגורים,9,lexisband3,What's your place of residence?
resist,להתנגד,9,lexisband3,She couldn't resist the chocolate.
resolve,לפתור,9,lexisband3,We need to resolve this conflict.
resort,אתר נופש,9,lexisband3,They stayed at a beach resort.
resource,משאב,9,lexisband3,Natural resources are limited.
respect,"כבוד, לכבד",9,lexisband3,Treat others with respect.
respond,להגיב,9,lexisband3,He didn't respond to my email.
response,תגובה,9,lexisband3,What was her response?
responsibility,אחריות,9,lexisband3,Parents have great responsibility.
responsible,אחראי,9,lexisband3,Who's responsible for this mess?
restore,לשחזר,9,lexisband3,They restored the old building.
restrain,לרסן,9,lexisband3,Please restrain yourself.
restrict,להגביל,9,lexisband3,Parking is restricted here.
restriction,הגבלה,9,lexisband3,Are there any restrictions?
retain,לשמור,9,lexisband3,Try to retain this information.
retire,לפרוש,9,lexisband3,He plans to retire next year.
retreat,"נסיגה, לסגת",9,lexisband3,The army was forced to retreat.
reveal,לחשוף,9,lexisband3,The investigation revealed the truth.
revenue,הכנסה,9,lexisband3,Tax revenue increased this year.
reverse,"הפוך, להפוך",9,lexisband3,Put the car in reverse.
review,"סקירה, לסקור",9,lexisband3,The book received good reviews.
revise,"לתקן, לשנות",9,lexisband3,I need to revise my essay.
revolution,מהפכה,9,lexisband3,The industrial revolution changed the world.
reward,"פרס, לתגמל",9,lexisband3,Hard work brings rewards.
rhythm,קצב,9,lexisband3,I love the rhythm of this song.
ridiculous,מגוחך,9,lexisband3,That's a ridiculous idea!
rigid,נוקשה,9,lexisband3,The rules are too rigid.
ring,טבעת,9,lexisband3,She wore a diamond ring.
ripe,בשל,9,lexisband3,The fruit is ripe.
ritual,טקס,9,lexisband3,They performed a religious ritual.
rival,יריב,9,lexisband3,The two teams are rivals.
role,תפקיד,9,lexisband3,He played an important role.
romantic,רומנטי,9,lexisband3,They went on a romantic dinner.
root,שורש,9,lexisband3,Education is the root of success.
rope,חבל,9,lexisband3,Tie it with a rope.
rot,להירקב,9,lexisband3,The wood will rot if it gets wet.
rough,"מחוספס, קשה",9,lexisband3,The sea was rough today.
roughly,בערך,9,lexisband3,There were roughly 100 people.
route,מסלול,9,lexisband3,What route should we take?
routine,שגרה,9,lexisband3,Exercise should be part of your daily routine.
row,שורה,9,lexisband3,Sit in the front row.
rub,לשפשף,9,lexisband3,Rub your hands together to warm them.
rude,גס רוח,9,lexisband3,That was very rude!
ruin,"הריסה, להרוס",9,lexisband3,The rain ruined our picnic.
rural,כפרי,9,lexisband3,They prefer rural life to city life.
rush,למהר,9,lexisband3,"Don't rush, we have time."
sacred,קדוש,9,lexisband3,This is a sacred place.
sacrifice,"קורבן, להקריב",9,lexisband3,She sacrificed everything for her children.
