English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
else,אחר / עוד,5,band22,What else can I do?
empty,ריק,4,band22,The room is empty.
encourage,לעודד,6,band22,My teacher encourages me to try harder.
end,סוף,3,band22,This is the end of the story.
energy,אנרגיה / כוח,6,band22,I have no energy today.
engine,מנוע,6,band22,The car engine is broken.
enormous,עצום / ענק,7,band22,That's an enormous elephant!
environment,סביבה / איכות הסביבה,7,band22,We must protect the environment.
equal,שווה,6,band22,All people are equal.
especially,במיוחד,6,band22,"I love all fruits, especially apples."
even,אפילו / זוגי,5,band22,Even I can do it.
even harder,אפילו יותר קשה,6,band22,"We use ""even harder"" in English."
even if,אפילו אם / גם אם,6,band22,"We use ""even if"" in English."
even though,למרות ש / אף על פי ש,6,band22,"We use ""even though"" in English."
evening,ערב,3,band22,Good evening!
ever,אי פעם / תמיד,5,band22,Have you ever been to London?
ever since,מאז,6,band22,"Ever since that day, we've been friends."
every,כל,3,band22,"We use ""every"" in English."
exact,מדויק,6,band22,What's the exact time?
exactly,בדיוק,5,band22,That's exactly what I meant.
examination,בחינה / בדיקה,5,band22,We have an examination tomorrow.
excellent,מצוין / מעולה,5,band22,Your work is excellent!
except,חוץ מ / מלבד,6,band22,Everyone came except Mary.
exciting,מרגש,5,band22,What an exciting game!
expect,לצפות / לקוות,6,band22,I expect you to be on time.
experience,נסיון / חוויה,6,band22,I had an amazing experience.
expert,מומחה,6,band22,He's an expert in computers.
explain,להסביר,5,band22,Can you explain this problem to me?
explanation,הסבר,6,band22,I need an explanation.
express,לבטא / להביע,7,band22,It's important to express your feelings.
extremely,במידה רבה / ביותר,7,band22,I'm extremely happy.
eye,עין,1,band22,She has beautiful blue eyes.
face,פנים,1,band22,Wash your face every morning.
fail,להיכשל / לכשול,6,band22,Don't worry if you fail the first time.
fall,סתיו / ליפול,3,band22,Be careful not to fall.
false,שקר / לא נכון,6,band22,The statement is false.
family,משפחה,1,band22,I love my family very much.
famous,מפורסם,5,band22,He's a famous actor.
fast,מהיר,3,band22,He runs very fast.
fat,שמן / שומן,4,band22,The cat is getting fat.
father,אבא,1,band22,My father is a doctor.
fear,פחד / לפחד,6,band22,He has a fear of heights.
feed,להאכיל,5,band22,Don't forget to feed the cat.
feel like,בא לי / מרגיש כמו,5,band22,I feel like eating pizza.
festival,פסטיבל / חג,5,band22,There's a music festival this weekend.
few,מעט / כמה,4,band22,I have a few questions.
field,שדה / תחום,6,band22,The children are playing in the field.
fifth,חמישי / חמישית,5,band22,She finished in fifth place in the race.
fight,לריב / לחימה,5,band22,They had a fight.
file,קובץ / תיק,6,band22,Save the file on your computer.
fill,למלא,5,band22,Fill the glass with water.
fill in,למלא (טופס),6,band22,Fill in the blank spaces.
fill out,למלא (טופס),6,band22,Please fill out this form.
final,סופי / אחרון,6,band22,This is the final warning.
finally,סוף סוף / לבסוף,5,band22,We finally arrived.
find,למצוא,3,band22,I can't find my keys.
finger,אצבע,4,band22,I cut my finger.
finish,לסיים,3,band22,Did you finish your homework?
first of all,קודם כל / ראשית,5,band22,"First of all, let me introduce myself."
fish,דג,1,band22,Fish is healthy food.
fit,להתאים / כושר,6,band22,These shoes fit perfectly.
fix,לתקן,5,band22,Can you fix my bicycle?
flat,שטוח / דירה,6,band22,The land is completely flat.
floor,רצפה / קומה,5,band22,Don't sit on the floor.
flower,פרח,3,band22,This flower smells nice.
fly,לעוף,3,band22,Birds can fly in the sky.
follow,לעקוב / לבוא אחרי,5,band22,"Follow me, I know the way."
food,אוכל,1,band22,This restaurant serves delicious food.
foot,כף רגל,3,band22,My foot hurts.
for instance,לדוגמה / למשל,7,band22,"Many animals, for instance dogs and cats, are pets."
force,לכפות / כוח,7,band22,You can't force me to go.
foreign,זר / חוץ,6,band22,He speaks a foreign language.
forest,יער,5,band22,Many animals live in the forest.
forever,לנצח / לעד,6,band22,I will love you forever.
forgive,לסלוח / למחול,7,band22,Please forgive me for being late.
form,טופס / צורה / ליצור,6,band22,Fill out this form.
fortunately,למזלנו / למרבה המזל,7,band22,"Fortunately, no one was hurt."
forward,קדימה / вперед,6,band22,Take one step forward.
four,ארבע,1,band22,"We use ""four"" in English."
free,חופשי / חינם,4,band22,The concert is free.
frequently,לעתים קרובות / תדיר,7,band22,I frequently visit my grandmother.
fresh,טרי / רענן,5,band22,I love fresh bread.
friend,חבר,1,band22,Sarah is my best friend.
frightening,מפחיד,6,band22,That was a frightening experience.
from,מ (מילת יחס),3,band22,"We use ""from"" in English."
fruit,פרי,4,band22,Fruit is good for your health.
fun,כיף,4,band22,We had so much fun!
furniture,ריהוט / רהיטים,6,band22,They bought new furniture.
future,עתיד,6,band22,Think about your future.
game,משחק,3,band22,Let's play a game.
garbage,זבל / אשפה,5,band22,"We use ""garbage"" in English."
garden,גינה,3,band22,We grow tomatoes in our garden.
gas,גז,5,band22,The car needs gas.
general,כללי / גנרל,6,band22,This is a general rule.
get away,לברוח / להתרחק,6,band22,The thief got away.
get back,לחזור / לקבל בחזרה,5,band22,What time will you get back?
get off,לרדת (מאוטובוס),5,band22,Get off the bus at the next stop.
get on,לעלות (לאוטובוס),5,band22,Let's get on the train.
get rid of,להיפטר מ / להשתחרר מ,7,band22,I want to get rid of these old clothes.
get up,לקום / להתעורר,4,band22,I get up at 7 every morning.
girl,ילדה,1,band22,The girl is wearing a red dress.
give,לתת,3,band22,Give me your hand.
give up,לוותר / להפסיק,6,band22,Never give up on your dreams.
glass,כוס / זכוכית,3,band22,Be careful with the glass.
go,ללכת,3,band22,Where do you want to go?
go ahead,קדימה / המשך,5,band22,"Go ahead, I'm listening."
go away,ללכת משם / להתרחק,5,band22,Go away and leave me alone.
go back,לחזור,5,band22,Let's go back home.
go down,לרדת,5,band22,The sun goes down in the evening.
go on strike,לצאת לשביתה,8,band22,The workers decided to go on strike.
go out,לצאת,4,band22,Let's go out for ice cream.
go shopping,ללכת לקניות,5,band22,Mom goes shopping every Friday.
go up,לעלות,5,band22,The elevator goes up to the 10th floor.
god,אלוהים,5,band22,"We use ""god"" in English."
good,טוב,1,band22,That's a good idea.
government,ממשלה,6,band22,The government makes the laws.
grammar,דקדוק,6,band22,English grammar is difficult.
graph,גרף / תרשים,6,band22,Draw a graph of the results.
gray,אפור,4,band22,He has gray hair.
green,ירוק,1,band22,The grass is green.
ground,קרקע / אדמה,6,band22,The ball fell to the ground.
guy,בחור / אדם,5,band22,That guy is really funny.
hair,שיער,3,band22,She has long brown hair.
hand,יד,1,band22,Wash your hands before eating.
happy,שמח,1,band22,I'm very happy today.
hard,קשה,3,band22,This test is hard.
hardly,בקושי / כמעט לא,7,band22,I can hardly hear you.
hat,כובע,1,band22,He's wearing a funny hat.
hate,לשנוא,5,band22,I hate getting up early.
headache,כאב ראש,5,band22,Take medicine for your headache.
health,בריאות,6,band22,Good health is important.
healthy,בריא,5,band22,Eat healthy food.
heart,לב,5,band22,Exercise is good for your heart.
heat,חום / לחמם,6,band22,I can't stand this heat.
heavy,כבד,5,band22,This box is heavy.
height,גובה,6,band22,"We use ""height"" in English."
hello,שלום,1,band22,"We use ""hello"" in English."
help,לעזור,3,band22,Thank you for your help.
hers,שלה,4,band22,The red bike is hers.
hide,להסתתר / להסתיר,5,band22,Let's play hide and seek.
history,היסטוריה / תולדות,6,band22,History is my favorite subject.
hit,להכות / לפגוע,5,band22,Don't hit your sister.
holiday,חופשה / חג,5,band22,We're going on holiday next week.
home,בית,1,band22,There's no place like home.
honest,ישר / כן,6,band22,He's an honest person.
horrible,נורא / איום,6,band22,What a horrible smell!
hospital,בית חולים,5,band22,My sister was born in this hospital.
hot,חם,3,band22,It's hot today.
hotel,מלון,5,band22,We stayed in a nice hotel.
hour,שעה,3,band22,The movie lasts two hours.
house,בית,1,band22,They bought a new house.
how,איך,3,band22,"We use ""how"" in English."
however,עם זאת / אולם,7,band22,"I'm tired, however I must continue."
huge,ענק / עצום,6,band22,That's a huge building!
hungry,רעב,3,band22,I'm hungry.
hurt,לפגוע / לכאוב,5,band22,My leg hurts.
husband,בעל / בן זוג,5,band22,Her husband is a teacher.
I don't mind,לא אכפת לי,6,band22,I don't mind if you open the window.
I took a course,עשיתי קורס,5,band22,I took a course in photography.
ice cream,גלידה,1,band22,I want vanilla ice cream.
identify,לזהות,7,band22,Can you identify this plant?
identity,זהות,7,band22,Show me your identity card.
ill,חולה,5,band22,She's ill and can't come to school.
imagine,לדמיין / לתאר לעצמי,6,band22,Imagine a world without war.
improve,לשפר / להשתפר,6,band22,I want to improve my English.
in addition to,בנוסף ל,5,band22,"In addition to English, she speaks French."
in alphabetical order,בסדר אלפביתי,5,band22,"We use ""in alphabetical order"" in English."
in any case,בכל מקרה,5,band22,"In any case, I'll be there."
in charge of,אחראי על,6,band22,Who is in charge of this project?
in common,במשותף,5,band22,We have a lot in common.
in common with,במשותף עם / משותף ל,6,band22,"We use ""in common with"" in English."
in danger,בסכנה,5,band22,The animals are in danger.
in general,בכלל / באופן כללי,6,band22,"In general, I agree with you."
in my opinion,לדעתי,7,band22,"In my opinion, we should wait."
in order to,על מנת / בכדי,7,band22,Study hard in order to succeed.
in other words,במילים אחרות / כלומר,8,band22,"In other words, we failed."
in particular,במיוחד / בפרט,7,band22,"I like all sports, in particular soccer."
in spite of,למרות / אף על פי,8,band22,"In spite of the rain, we went out."
in time,בזמן / בזמן הקרוב,7,band22,We arrived in time for dinner.
in touch with,בקשר עם,8,band22,Are you still in touch with your old friends?
include,לכלול / לכלול בתוכו,6,band22,The price includes breakfast.
increase,להגדיל / לעלות,7,band22,There was an increase in prices.
indeed,אכן / באמת,7,band22,Thank you very much indeed.
independent,עצמאי / בלתי תלוי,7,band22,He's an independent person.
individual,יחיד / אישי,7,band22,Each person is an individual.
information,מידע,5,band22,I need more information.
instead of,במקום / בשביל,6,band22,Let's walk instead of taking the bus.
intelligent,אינטליגנטי / חכם,6,band22,She is a very intelligent girl.
international,בינלאומי,6,band22,This is an international school.
interview,ראיון,6,band22,I have a job interview tomorrow.
introduce,להציג / להכיר,6,band22,Let me introduce you to my friend.
invent,להמציא,7,band22,Who invented the telephone?
invitation,הזמנה,5,band22,Thanks for the invitation.
involved with,מעורב ב / קשור ל,7,band22,He's involved with many projects.
island,אי,5,band22,Hawaii is made of many islands.
issue,נושא / בעיה / הוצאה,7,band22,Climate change is an important issue.
it depends,זה תלוי,6,band22,Will you come? It depends.
it makes no difference,זה לא משנה,6,band22,It makes no difference to me.
item,פריט / מוצר,6,band22,This item is on sale.
Jew,יהודי,4,band22,He is a Jew.
Jewish,יהודי,4,band22,They celebrate Jewish holidays.
join,להצטרף / להתחבר,6,band22,Would you like to join our club?
joke,בדיחה / צחוק,5,band22,He told a funny joke.
key,מפתח / מרכזי,5,band22,I lost my house key.
kind,סוג / נחמד,5,band22,She's a very kind person.
knife,סכין,4,band22,Cut the bread with a knife.
know,לדעת,3,band22,Do you know the answer?
label,תווית / תגית,7,band22,"We use ""label"" in English."
lady,גברת,5,band22,That lady helped me find my way.
lamp,מנורה,3,band22,"Turn on the lamp, it's dark."
land,אדמה / יבשה / לנחות,6,band22,The plane will land soon.
language,שפה,3,band22,How many languages do you speak?
late,מאוחר,3,band22,I'm sorry I'm late.
laugh,לצחוק,4,band22,The joke made everyone laugh.
lay,להניח / לשכב,7,band22,Lay the baby down carefully.
lead,להוביל / לנהל,7,band22,The guide will lead us through the forest.
lead to,להוביל ל / לגרום ל,7,band22,This path leads to the beach.
leader,מנהיג / מוביל,6,band22,He's a natural leader.
learn,ללמוד,4,band22,I learn something new every day.
least,לפחות / הכי פחות,6,band22,He has the least money.
leave,לעזוב,4,band22,What time does the bus leave?
lesson,שיעור,4,band22,Today's lesson is about plants.
let,לתת / לאפשר,5,band22,Let me help you.
letter,מכתב / אות,4,band22,I received a letter from my friend.
library,ספרייה,4,band22,You must be quiet in the library.
limit,גבול / מגבלה / להגביל,7,band22,There's a speed limit on this road.
limited to,מוגבל ל,7,band22,Entry is limited to 50 people.
line,קו / שורה / תור,5,band22,Draw a straight line.
link,קישור / קשר / לקשר,7,band22,There's a link between smoking and cancer.
listen,להקשיב,4,band22,Listen to the teacher carefully.
live,לגור / לחיות,4,band22,I live in a small house.
load,מטען / עומס / לטעון,7,band22,That's a heavy load to carry.
local,מקומי,6,band22,Shop at local stores.
lock,למנוע / לנעול / מנעול,6,band22,Don't forget to lock the door.
long,ארוך,4,band22,It's a long journey.
long ago,לפני זמן רב / מזמן,6,band22,"Long ago, there were dinosaurs."
long before,הרבה לפני,6,band22,She left long before I arrived.
look,להסתכל,4,band22,Look at that beautiful bird!
look after,לטפל ב / לשמור על,6,band22,I look after my little sister.
look for,לחפש,5,band22,I'm looking for my glasses.
look forward to,לצפות ל / להמתין ל,7,band22,I look forward to seeing you.
look like,להיראות כמו,5,band22,You look like your mother.
look up,לחפש (במילון) / להסתכל למעלה,6,band22,Look up the word in the dictionary.
lose,להפסיד / לאבד,5,band22,I don't want to lose this game.
loud,רועש / חזק,5,band22,The music is too loud.
low,נמוך,5,band22,The table is very low.
lucky,בר מזל / מזלי,5,band22,You're lucky to have such friends.
lunch,ארוחת צהריים,4,band22,I pack my lunch every day.
machine,מכונה,6,band22,This machine makes coffee.
mad,כועס / משוגע,5,band22,Are you mad at me?
magazine,מגזין / כתב עת,6,band22,I read a science magazine.
mail,דואר / לשלוח בדואר,6,band22,I need to mail this letter.
main,ראשי / עיקרי,6,band22,What's the main idea?
mainly,בעיקר / בעיקרו,7,band22,The class is mainly boys.
make,להכין,4,band22,Let's make a cake.
make a difference,לעשות הבדל,6,band22,One person can make a difference.
make an effort,להתאמץ / לעשות מאמץ,6,band22,You need to make an effort to study.
make sure,לוודא / לדאוג,7,band22,Make sure you lock the door.
man,איש,1,band22,The man is reading a newspaper.
manage to,להצליח / לנהל,7,band22,I managed to finish on time.
many,הרבה,4,band22,"We use ""many"" in English."
map,מפה,4,band22,Use a map to find your way.
market,שוק,5,band22,The market is crowded on Fridays.
marry,להתחתן / להינשא,6,band22,They will marry next year.
match,להתאים / גפרור / משחק,6,band22,Be careful with matches.
material,חומר / בד,7,band22,What material is this made of?
math,מתמטיקה,5,band22,Math is my favorite subject.
maths,מתמטיקה,5,band22,I'm good at maths.
maximum,מקסימום / מירבי,7,band22,The maximum speed is 50.
may,אולי / עשוי / רשאי,6,band22,You may go now.
meal,ארוחה,5,band22,Enjoy your meal!
meat,בשר,5,band22,Some people don't eat meat.
meet,לפגוש,4,band22,Let's meet at the park.
member,חבר / איבר,6,band22,He is a member of the basketball team.
mention,להזכיר / לציין,7,band22,Don't mention this to anyone.
might,עשוי / אולי / יכול,7,band22,It might rain later.
milk,חלב,1,band22,Drink your milk.
million,מיליון,6,band22,"We use ""million"" in English."
mind,לחשוב / מוח / להפריע,6,band22,I don't mind waiting.
mine,שלי,4,band22,That book is mine.
minimum,מינימום / מזערי,7,band22,The minimum age is 12.
minute,דקה,4,band22,"Wait a minute, please."
modern,מודרני / עכשווי,6,band22,We live in modern times.
mom,אמא,1,band22,My mom makes the best pancakes.
moment,רגע,5,band22,"Wait a moment, please."
money,כסף,1,band22,Money can't buy happiness.
month,חודש,4,band22,June is my favorite month.
more and more,יותר ויותר,6,band22,It gets more and more difficult.
more or less,פחות או יותר,7,band22,I more or less understand.
morning,בוקר,4,band22,Good morning!
Moslem,מוסלמי,5,band22,They follow Moslem traditions.
mother,אמא,1,band22,My mother works at a hospital.
mountain,הר,5,band22,That mountain is very high.
mouth,פה,4,band22,"Open your mouth and say ""ah""."
much,הרבה,4,band22,"We use ""much"" in English."
museum,מוזיאון,5,band22,The museum has ancient artifacts.
music,מוזיקה,4,band22,I love listening to music.
Muslim,מוסלמי,5,band22,He is a Muslim.
must,חייב / מוכרח,6,band22,You must be quiet.
name,שם,1,band22,What's your name?
nation,אומה / לאום,7,band22,Israel is a small nation.
nature,טבע,6,band22,I love being in nature.
near,קרוב,4,band22,The school is near my house.
neat,מסודר / נקי / מגניב,6,band22,Keep your desk neat.
necessary,הכרחי / נחוץ,7,band22,Sleep is necessary for health.
need,צריך,4,band22,I need a new pencil.
neither...nor,לא... ולא,7,band22,It's neither hot nor cold.
nervous,עצבני / מתוח,6,band22,I feel nervous before tests.
never mind,לא נורא / לא משנה,6,band22,"Never mind, it's not important."
new,חדש,4,band22,I got a new bike.
newspaper,עיתון,5,band22,My dad reads the newspaper.
nice,נחמד,4,band22,Have a nice day!
night,לילה,4,band22,"Good night, sleep well."
no,לא,1,band22,"""No"" is a common response."
no doubt,ללא ספק / בוודאות,7,band22,No doubt she will win.
no idea,אין מושג / לא יודע,5,band22,I have no idea what you mean.
no longer,לא עוד / כבר לא,7,band22,I no longer live there.
no matter,לא משנה,7,band22,I'll be there no matter what.
noise,רעש / רעשים,5,band22,Please don't make noise.
none,אף אחד / שום דבר,7,band22,None of the students knew the answer.
normal,רגיל / נורמלי,6,band22,Everything is normal.
north,צפון,5,band22,They live in the north.
nose,אף,4,band22,My nose is runny.
not only,לא רק,7,band22,He's not only smart but also kind.
not yet,עדיין לא,7,band22,Are you ready? Not yet.
note,הערה / פתק / לשים לב,6,band22,I left you a note.
notebook,מחברת,4,band22,Write your homework in your notebook.
nothing else,שום דבר אחר,5,band22,"We use ""nothing else"" in English."
notice,להבחין / לשים לב / הודעה,7,band22,Did you notice anything strange?
now,עכשיו,4,band22,Let's go now.
number,מספר,4,band22,What's your phone number?
object,חפץ / אובייקט / להתנגד,7,band22,What is that strange object?
occur,להתרחש / לקרות,8,band22,When did the accident occur?
odd,מוזר / אי זוגי,7,band22,That's an odd thing to say.
offer,להציע / הצעה,7,band22,He offered to help me.
office,משרד / לשכה,6,band22,My father works in an office.
often,לעתים קרובות,4,band22,I often play basketball.
oil,שמן / נפט,5,band22,"We use ""oil"" in English."
old,ישן / זקן,4,band22,My grandfather is very old.
on condition that,בתנאי ש,6,band22,You can go on condition that you finish homework.
on one's own,לבד / בעצמו,7,band22,I did it on my own.
on purpose,בכוונה / במזיד,7,band22,Did you do that on purpose?
on sale,במבצע / להשיג,7,band22,These shoes are on sale.
on the one hand,מצד אחד,7,band22,"On the one hand, it's expensive."
on the other hand,מצד שני,7,band22,"On the other hand, it's good quality."
on the way,בדרך,7,band22,I met her on the way home.
on the whole,בסך הכל / בגדול,8,band22,"On the whole, it was a good day."
on time,בדיוק בזמן / בזמן,7,band22,The train arrived on time.
once again,שוב / פעם נוספת,6,band22,Let's try once again.
once more,פעם נוספת / עוד פעם,6,band22,Sing the song once more.
one,אחת,1,band22,"We use ""one"" in English."
one another,אחד את השני,7,band22,They help one another.
onto,אל / על,6,band22,Jump onto the platform.
open,לפתוח,4,band22,The door is open.
operate,להפעיל / לנתח,8,band22,Do you know how to operate this machine?
operation,פעולה / ניתוח,7,band22,She needs an operation.
opinion,דעה,6,band22,What's your opinion?
opportunity,הזדמנות,7,band22,This is a great opportunity.
opposite,מול / הפוך / ניגוד,7,band22,They have opposite opinions.
orange,כתום / תפוז,4,band22,She wore an orange dress.
order,הזמנה / סדר / צו / להזמין,6,band22,Please put these in order.
ordinary,רגיל / פשוט,7,band22,It was just an ordinary day.
organize,לארגן,6,band22,We need to organize our room.
original,מקורי / ראשוני,7,band22,This is the original copy.
ought to,צריך / ראוי,8,band22,"We use ""ought to"" in English."
ours,שלנו,5,band22,The blue car is ours.
over there,שם / שם ליד,6,band22,Put it over there.
page,עמוד,4,band22,Turn to page 24.
pair,זוג / צמד,6,band22,"We use ""pair"" in English."
paper,נייר,4,band22,Write your name on the paper.
park,פארק,4,band22,The park has a nice playground.
particular,מסוים / מיוחד,7,band22,Do you want a particular color?
partner,שותף / בן זוג,6,band22,My partner and I work well together.
party,מסיבה,4,band22,Are you going to the party?
pass,לעבור / למסור / מעבר,6,band22,Please pass the salt.
passenger,נוסע,6,band22,All passengers must fasten their seatbelts.
past,עבר / עבר ב / לצד,6,band22,It's half past three.
pen,עט,1,band22,Can I borrow your pen?
pencil,עיפרון,1,band22,Use a pencil for the test.
people,אנשים,4,band22,Many people came to the party.
perfect,מושלם / מושלם,6,band22,The weather is perfect!
phone,טלפון,4,band22,My phone is ringing.
photo,תמונה,4,band22,Take a photo of me.
photograph,תצלום / תמונה,5,band22,That's a beautiful photograph.
picture,תמונה,4,band22,Draw a picture of your house.
pizza,פיצה,4,band22,Let's order pizza tonight.
place,מקום,4,band22,This is a nice place to live.
play,לשחק,4,band22,Do you want to play with me?
please,בבקשה,4,band22,Please sit down.
plenty of,הרבה / שפע,7,band22,There is plenty of food for everyone.
plus,פלוס / בנוסף / תוספת,6,band22,Three plus two equals five.
point of view,נקודת מבט / דעה,8,band22,"From my point of view, you're wrong."
police,משטרה,5,band22,Call the police!
popular,פופולרי / נפוץ,6,band22,This is a popular game.
position,מיקום / עמדה / משרה,7,band22,She's in a difficult position.
possible,אפשרי,6,band22,Is it possible to change the date?
power,כוח / עוצמה / חשמל,7,band22,The king has great power.
powerful,חזק / עוצמתי,7,band22,That's a powerful engine.
predict,לחזות / לנבא,8,band22,Can you predict the future?
prefer,להעדיף,7,band22,I prefer tea to coffee.
present,מתנה / הווה / נוכחי / להציג,6,band22,All students were present.
pressure,לחץ,7,band22,I'm under a lot of pressure.
previous,קודם / רעדם,7,band22,The previous owner sold it.
price,מחיר,5,band22,What's the price of this shirt?
print,להדפיס / הדפסה,6,band22,The book is now in print.
private,פרטי,7,band22,This is private property.
prize,פרס,6,band22,She won first prize.
probably,כנראה / ככל הנראה,7,band22,It will probably rain.
process,תהליך / לעבד,8,band22,Learning is a slow process.
program,תוכנית / תכנית,6,band22,What's your favorite TV program?
proper,נכון / הולם / מתאים,7,band22,Use the proper tools.
protect,להגן,7,band22,We must protect the environment.
proud,גאה,6,band22,I'm proud of you.
prove,להוכיח,8,band22,Can you prove you're right?
provide,לספק / לתת,8,band22,The school provides free lunch.
public,ציבור / ציבורי,7,band22,This is a public park.
pupil,תלמיד,4,band22,Every pupil has a desk.
purpose,מטרה / תכלית,8,band22,What's the purpose of this meeting?
put,לשים,4,band22,Put your books on the table.
quarter,רבע,6,band22,A quarter of the students are absent.
question,שאלה,4,band22,I have a question.
quite,די / למדי,7,band22,I'm quite tired.
quite a lot,די הרבה,7,band22,He reads quite a lot of books.
race,מרוץ / גזע / לרוץ,7,band22,Let's have a race!
railroad,מסילת ברזל / רכבת,7,band22,The railroad was built in 1850.
railway,מסילת ברזל / רכבת,7,band22,The railway connects all the cities.
rain,גשם,4,band22,The rain is falling heavily.
raise,להרים / לגדל,7,band22,Raise your hand if you know the answer.
rather,די / למדי / דווקא,7,band22,I'm rather busy.
rather than,במקום / דווקא לא,8,band22,I prefer walking rather than running.
reach,להגיע / להשיג,7,band22,Can you reach that shelf?
read,לקרוא,4,band22,I love to read books.
realize,להבין / להגשים,8,band22,I didn't realize it was so late.
reason,סיבה / הגיון,6,band22,What's the reason for being late?
receive,לקבל,6,band22,I received a letter from my friend.
recent,לאחרונה / עדכני,7,band22,This is a recent photo.
recognize,לזהות / להכיר,7,band22,Do you recognize this person?
record,שיא / תקליט / להקליט / לרשום,7,band22,He broke the world record.
red,אדום,1,band22,I want the red one.
regular,קבוע / רגיל,7,band22,Come at your regular time.
relate,לקשר / להתייחס,8,band22,"We use ""relate"" in English."
relation,קשר / יחס,8,band22,"We use ""relation"" in English."
relax,להירגע / להרפות,6,band22,Relax and enjoy your vacation.
religion,דת,6,band22,There are many religions in the world.
religious,דתי,6,band22,They are religious people.
remember,לזכור,4,band22,Do you remember my name?
remind,להזכיר,7,band22,Remind me to call my mom.
repeat,לחזור / לשנן,6,band22,Please repeat the question.
reply,להשיב / תשובה,7,band22,I'm waiting for your reply.
report,"לדווח / דו""ח / דיווח",7,band22,Write a report about your trip.
request,בקשה / לבקש,8,band22,I have a special request.
respect,כבוד / לכבד / להתייחס,8,band22,Treat everyone with respect.
responsibility,אחריות,8,band22,It's your responsibility.
responsible for,אחראי ל,7,band22,Who is responsible for this mess?
result,תוצאה / תוצאה,7,band22,The result was surprising.
rice,אורז,5,band22,We eat rice with the curry.
rich,עשיר,4,band22,He's very rich.
ride,לרכוב / נסיעה / טיול,6,band22,I learned to ride a bicycle.
right,ימין / נכון,4,band22,Your answer is right.
ring,טבעת / צלצול / לצלצל,6,band22,She has a gold ring.
rise,לעלות / לקום / עליה,7,band22,The sun rises in the east.
risk,סיכון / להסתכן,8,band22,Don't take unnecessary risks.
river,נהר,5,band22,The river flows into the sea.
road,כביש,4,band22,This road leads to the city.
role,תפקיד / תפקיד,7,band22,What role did you play?
room,חדר,1,band22,My room is painted blue.
run,לרוץ,4,band22,I can run very fast.
sad,עצוב,1,band22,Why do you look sad?
safe,בטוח / בטיחותי,6,band22,Is it safe to swim here?
sale,מכירה / מבצע,6,band22,There's a sale at the store.
salt,מלח,5,band22,"Pass the salt, please."
sandwich,כריך,4,band22,I made a cheese sandwich.
save,להציל / לחסוך,6,band22,Save your money for something special.
save money,לחסוך כסף,6,band22,I'm trying to save money for a bike.
save time,לחסוך זמן,7,band22,This shortcut will save time.
say,לומר,5,band22,What did you say?
schedule,לוח זמנים / תוכנית / לתזמן,8,band22,Check your schedule.
school,בית ספר,1,band22,I go to school every day.
science,מדע,6,band22,Science is fascinating.
score,ניקוד / ציון / לקלוע,7,band22,What was the final score?
sea,ים,5,band22,The Mediterranean Sea is beautiful.
search,לחפש / חיפוש,7,band22,Help me search for my keys.
season,עונה / תקופה,6,band22,Summer is my favorite season.
seat,מושב / כיסא,6,band22,Please take a seat.
second,שני / שנייה,5,band22,Wait a second!
secret,סוד / סודי,6,band22,This is a secret message.
see,לראות,5,band22,I can see a rainbow.
seem,נראה / להיראות,7,band22,You seem tired today.
self,עצמי / עצמו,8,band22,"We use ""self"" in English."
sell,למכור,5,band22,They sell fresh vegetables.
serious,רציני / חמור,7,band22,This is a serious problem.
serve,לשרת / להגיש,7,band22,Dinner is served at 6 PM.
service,שירות / שרות,7,band22,The service at this restaurant is excellent.
set,סט / קבוצה / להציב / לקבוע,7,band22,I got a new set of pens.
set up,להקים / להכין,8,band22,Let's set up the tent.
several,כמה / מספר,7,band22,I called several times.
shape,צורה / לעצב,7,band22,What shape is this?
shirt,חולצה,4,band22,He's wearing a blue shirt.
shoe,נעל,5,band22,My shoe is untied.
shoes,נעליים,4,band22,Take off your shoes.
shoot,לירות / לצלם,7,band22,Don't shoot at people.
shop,חנות,5,band22,That shop sells shoes.
shopping,קניות,5,band22,I hate shopping.
short,קצר,5,band22,He's quite short.
should,צריך / כדאי / אמור,6,band22,You should study more.
show,להראות,5,band22,Show me your drawing.
silence,שקט / דממה,7,band22,There was complete silence.
silent,שקט / דומם / שותק,7,band22,Please remain silent.
silly,טיפשי / מטופש,6,band22,Stop being silly and do your work.
silver,כסף (מתכת),6,band22,This ring is made of silver.
similar to,דומה ל,7,band22,This is similar to that one.
since,מאז / מכיוון ש,7,band22,I haven't seen him since Monday.
sing,לשיר,5,band22,She sings beautifully.
singer,זמר / זמרת,5,band22,She wants to be a singer.
single,יחיד / בודד / רווק,7,band22,Every single student passed.
sister,אחות,2,band22,My sister is older than me.
sit,לשבת,2,band22,Please sit here.
site,אתר / מקום,7,band22,This is a construction site.
six,שש,2,band22,"We use ""six"" in English."
sixth,שישי / שישית,5,band22,This is the sixth book in the series.
sky,שמיים,5,band22,Look at the beautiful sky.
sleep,לישון,2,band22,I sleep eight hours every night.
slow,איטי,5,band22,The turtle is very slow.
small,קטן,2,band22,This shirt is too small.
smell,ריח / להריח,6,band22,What's that smell?
smoke,עשן / לעשן,6,band22,Smoking is bad for your health.
snow,שלג,5,band22,The snow is falling softly.
so far,עד כה / עד עכשיו,6,band22,"So far, everything is good."
so that,כדי ש / על מנת ש,7,band22,Study hard so that you can succeed.
