English Word,Hebrew Translation,Difficulty Level,Source,Example Sentence
court,בית משפט,9,band22,"We use ""court"" in English."
cousin,בן דוד,9,band22,My cousin lives in Haifa.
cover,לכסות,9,"band22,band33july18",Cover your mouth when you cough.
cow,פרה,9,band22,The cow gives us milk.
crash,"התרסקות, להתרסק",8,lexisband3,The plane crash was tragic.
crazy,משוגע,9,band22,That's a crazy idea!
cream,שמנת / קרם,9,band22,Add some cream to your coffee.
create,ליצור,9,band22,Let's create something new.
creation,יצירה,8,band33july18,n
creative,יצירתי,9,"band22,band33july18",She is very creative.
creature,יצור,9,band22,"We use ""creature"" in English."
credit,אשראי,9,band22,"We use ""credit"" in English."
credit card,כרטיס אשראי,4,band22,"We use ""credit card"" in English."
crime,פשע,9,band22,Stealing is a crime.
criminal,פושע,9,"band22,band33july18","We use ""criminal"" in English."
crisis,משבר,7,band33july18,
criterion,"קריטריון, מדד",8,lexisband3,What is the criterion for success?
criterion (pl: criteria),"קריטריון, מדד",7,band33july18,
critic,מבקר,8,lexisband3,The film critic loved the movie.
critical,קריטי / ביקורתי,8,band33july18,n
criticism,ביקורת,9,"band22,band33july18","We use ""criticism"" in English."
criticize,לבקר,8,band33july18,n
cross,לחצות,9,band22,Look both ways before you cross the street.
crowd,קהל / המון,9,band22,There was a big crowd at the concert.
crowded,צפוף,9,band22,The bus was crowded.
crucial,מכריע / חיוני,8,band33july18,
cry,לבכות,9,band22,The baby started to cry.
cultural,תרבותי,9,band22,We visited many cultural sites.
culture,תרבות,9,band22,Every country has its own culture.
cup,ספל,9,band22,Would you like a cup of tea?
cupboard,ארון מטבח,9,band22,The plates are in the cupboard.
cure,"תרופה, לרפא",8,lexisband3,There's no cure for the common cold.
curious,סקרן,9,band22,I'm curious about your trip.
curly,מתולתל,9,band22,She has curly hair.
current,נוכחי,9,"band22,band33july18",What's the current temperature?
currently,כרגע,8,band33july18,
curriculum,תכנית לימודים,9,band33july18,
curtain,וילון,9,band22,"Close the curtains, it's too bright."
customer,לקוח,9,"band22,band33july18","We use ""customer"" in English."
customs,מכס,8,lexisband3,Go through customs at the airport.
cut,לחתוך,9,"band22,band33july18",Cut the paper along the dotted line.
cut down sth,"לכרות, לצמצם",8,lexisband3,We need to cut down expenses.
cut off,לנתק,7,band33july18,We talked on the telephone until we were cut off.
cute,חמוד,9,band22,What a cute puppy!
cyberbullying,בריונות רשת,8,lexisband3,Cyberbullying is a serious problem.
cycle,מחזור,9,"band22,band33july18","We use ""cycle"" in English."
dad,אבא,1,band22,My dad drives me to school.
daily,יומי,9,"band22,band33july18",Exercise is part of my daily routine.
damage,נזק,9,"band22,band33july18",The storm damaged many houses.
dance,לרקוד,9,band22,May I have this dance?
dancer,רקדן,9,band22,"We use ""dancer"" in English."
danger,סכנה,9,band22,Danger! Do not enter.
dangerous,מסוכן,9,band22,Swimming here is dangerous.
dark,חושך / כהה,10,band22,It gets dark early in winter.
data,נתונים,10,"band22,band33july18","We use ""data"" in English."
date,תאריך / פגישה,10,band22,What's today's date?
date of birth,תאריך לידה,4,band22,Please write your date of birth.
daughter,בת,10,band22,She has two daughters.
day,יום,1,band22,Have a nice day!
dead,מת,10,band22,The plant is dead.
deaf,חירש,10,band22,"We use ""deaf"" in English."
deal,עסקה / להתמודד,10,band22,That's a good deal.
deal with,להתמודד עם / לטפל ב,6,band22,How do you deal with difficult problems?
dear,יקר,10,band22,Dear Mom and Dad...
death,מוות,10,"band22,band33july18",We were sad about his death.
debate,ויכוח / לוויכח,7,band33july18,
debt,חוב,8,"lexisband3,band33july18",They're in debt to the bank.
decade,עשור,8,"lexisband3,band33july18",Three decades have passed.
decide,להחליט,10,band22,I can't decide what to wear.
decision,החלטה,10,"band22,band33july18",I made an important decision.
deck,סיפון,8,lexisband3,We sat on the ship's deck.
declaration,הצהרה,9,band33july18,n
declare,"להצהיר, להכריז",8,"lexisband3,band33july18",He declared his love for her.
decline,ירידה / לדחות,8,band33july18,
decorate,"לקשט, לעטר",8,lexisband3,They decorated the house for Christmas.
decrease,"ירידה, להפחית",8,"lexisband3,band33july18",There's been a decrease in crime.
dedicate,להקדיש לזכר,8,lexisband3,The statue is dedicated to fallen soldiers.
deep,עמוק,10,band22,The water is very deep.
deeply,עמוקות,10,band22,"We use ""deeply"" in English."
deer,צבי,10,band22,"We use ""deer"" in English."
defeat,"תבוסה, להביס",8,lexisband3,They suffered a crushing defeat.
defend,להגן,7,band33july18,
defense,הגנה,8,band33july18,
define,להגדיר,7,band33july18,
definitely,בהחלט,10,band22,I will definitely be there.
definition,הגדרה,10,band22,Look up the definition in the dictionary.
degree,תואר / מעלה,10,"band22,band33july18",100 degrees. An academic degree.
delayed,"מאוחר, עוכב",8,lexisband3,The flight was delayed by two hours.
delegation,משלחת,9,band33july18,
delete,למחוק,5,band22,Delete the wrong answer.
deliberately,"במתכוון, בכוונה",8,lexisband3,He deliberately ignored me.
delicious,טעים,10,band22,This cake is delicious.
delighted,שמח מאוד,10,band22,"We use ""delighted"" in English."
deliver,למסור / לשלוח,10,band22,The postman will deliver the package.
demand,לדרוש,10,"band22,band33july18",The workers demand better pay.
demanding,"תובעני, דורש",8,lexisband3,It's a demanding job.
democracy,דמוקרטיה,8,band33july18,adj
democratic,דמוקרטי,9,band33july18,adj
demonstrate,להפגין,8,"lexisband3,band33july18",Thousands demonstrated against the war.
demonstration,הפגנה,9,band33july18,n
denial,הכחשה,7,band33july18,n
dentist,רופא שיניים,10,band22,"We use ""dentist"" in English."
deny,להכחיש,10,"band22,band33july18",He denied breaking the window.
depart,לעזוב / לצאת,10,"band22,band33july18","We use ""depart"" in English."
department,מחלקה,10,"band22,band33july18","We use ""department"" in English."
departure,"יציאה, המראה",8,"lexisband3,band33july18",The departure time is 3 PM.
depend,להיות תלוי,10,band22,"We use ""depend"" in English."
depend on,תלוי ב,6,band22,The picnic depends on the weather.
deposit,"פיקדון, לשם",8,lexisband3,I need to make a deposit at the bank.
depress,לדכא,8,band33july18,adj
depressed,מדוכא,8,band33july18,adj
depressing,מדכא,9,band33july18,adj
depression,דיכאון,9,band33july18,adj
derive,לגזור / להפיק,7,band33july18,
describe,לתאר,10,band22,Can you describe your room?
description,תיאור,10,band22,Give me a description of the thief.
desert,מדבר,10,"band22,band33july18",The desert is very hot and dry.
deserve,להיות ראוי,10,band22,You deserve a reward for your hard work.
design,עיצוב,10,"band22,band33july18","We use ""design"" in English."
desire,תשוקה / רצון,10,"band22,band33july18","We use ""desire"" in English."
desk,שולחן כתיבה,1,band22,My desk is covered with books.
despite,למרות,8,band33july18,
destination,יעד,8,lexisband3,What's your final destination?
destroy,להרוס,10,"band22,band33july18",The fire destroyed the building.
destruction,הרס,8,"lexisband3,band33july18",The earthquake caused massive destruction.
detail,פרט,10,"band22,band33july18",Tell me every detail.
detailed,מפורט,8,band33july18,adj
detect,"לזהות, לגלות",8,"lexisband3,band33july18",The device can detect smoke.
detection,זיהוי,8,band33july18,n
detective,בלש,10,"band22,band33july18","We use ""detective"" in English."
determination,נחישות,9,band33july18,n
determine,לקבוע,8,"lexisband3,band33july18",We need to determine the cause.
develop,לפתח,10,"band22,band33july18",Children develop at different speeds.
development,"אירוע, תהליך",8,"lexisband3,band33july18",This is an interesting development.
device,מכשיר,10,"band22,band33july18","We use ""device"" in English."
devil,שטן,8,lexisband3,"Speak of the devil, here he comes!"
devise,לתכנן,7,band33july18,
diagram,"תרשים, דיאגרמה",8,"lexisband3,band33july18",Draw a diagram to explain.
dialogue,דיאלוג / שיח,8,band33july18,
dictionary,מילון,10,band22,"We use ""dictionary"" in English."
die,למות,10,"band22,band33july18",The flowers will die without water.
diet,דיאטה / תזונה,10,band22,"We use ""diet"" in English."
differ,להשתנות מאוד,8,lexisband3,Opinions differ widely on this issue.
difference,הבדל,10,"band22,band33july18",What's the difference between these two?
different,שונה,10,band22,These two are different.
differentiate,להבחין,9,band33july18,n
differentiation,בידול,9,band33july18,n
difficult,לא ידידותי,8,lexisband3,He's a difficult person to work with.
difficulty,קושי,10,"band22,band33july18",We had difficulty finding the place.
dig,לחפור,10,band22,The dog loves to dig holes.
digital,דיגיטלי,5,band22,We live in a digital world.
dilemma,דילמה,8,band33july18,
dimension,ממד,8,band33july18,
diminish,להקטין / לפחות,8,band33july18,
dinner,ארוחת ערב,10,band22,Dinner is ready!
direct,לביים,8,"lexisband3,band33july18",Who directed this film?
direction,כיוון,10,band22,Go in that direction.
directly,ישירות,10,"band22,band33july18","We use ""directly"" in English."
director,מנהל / במאי,10,band22,The director made a great movie.
dirt,לכלוך,10,band22,"We use ""dirt"" in English."
dirty,מלוכלך,10,band22,Your hands are dirty.
disabled,נכה,8,lexisband3,There are facilities for disabled people.
disagree,לא להסכים,10,band22,"We use ""disagree"" in English."
disagreement,אי הסכמה,8,lexisband3,We had a disagreement about the plan.
disappear,להיעלם,10,band22,The magician made the coin disappear.
disappoint,לאכזב,10,band22,"We use ""disappoint"" in English."
disappointed,מאוכזב,6,band22,I was disappointed with the result.
disaster,אסון,10,band22,"We use ""disaster"" in English."
discipline,משמעת / תחום,9,band33july18,Science is a discipline. Classroom discipline.
discover,לגלות,10,band22,Columbus discovered America in 1492.
discovery,תגלית,10,"band22,band33july18","We use ""discovery"" in English."
discriminate,להפלות,9,band33july18,n
discrimination,אפליה,9,band33july18,n
discuss,לדון,10,band22,Let's discuss the plan.
discussion,דיון,10,band22,We had a long discussion.
disease,מחלה,10,"band22,band33july18","We use ""disease"" in English."
dish,מנה / צלחת,10,band22,Wash the dishes after dinner.
dish(es),כלים / מנות,8,band33july18,
dishonest,לא ישר,8,lexisband3,That was a dishonest thing to do.
dishwasher,מדיח כלים,10,band22,"We use ""dishwasher"" in English."
disk,דיסק,8,lexisband3,Save the file to disk.
dislike,"לשנוא, שנאה",8,lexisband3,I dislike his attitude.
display,תצוגה / להציג,8,band33july18,
disposal,סילוק,8,band33july18,n
dispose,להשליך / לסלק,8,band33july18,n
dispute,מחלוקת,8,lexisband3,There's a dispute over the land.
dissatisfied,לא מרוצה,9,band33july18,
distance,מרחק,10,"band22,band33july18","We use ""distance"" in English."
distant,רחוק,8,band33july18,adj
distinction,הבחנה,9,band33july18,v
distinguish,"להבדיל, לזהות",8,"lexisband3,band33july18",Can you distinguish between them?
distribute,לחלק / להפיץ,9,band33july18,n
distribution,חלוקה / הפצה,9,band33july18,n
district,מחוז / רובע,8,band33july18,
disturb,"להפריע, להטריד",8,"lexisband3,band33july18",Sorry to disturb you.
disturbance,הפרעה,9,band33july18,n
diverse,מגוון,8,band33july18,n
diversity,גיוון,8,band33july18,n
divide,לחלק,10,band22,Divide the cake into eight pieces.
division,חלוקה / אגף,8,band33july18,
divorce,גירושין,8,lexisband3,Their divorce was finalized.
divorced,גרוש,10,band22,"We use ""divorced"" in English."
do,לעשות,3,band22,I have a lot of work to do.
do (auxiliary),עושה (פועל עזר),10,band22,"We use ""do (auxiliary)"" in English."
"do a good/excellent, etc. job",לעשות עבודה טובה,8,lexisband3,You did an excellent job.
do so,"עושה, לשם הדגשה",7,band33july18,
do you mind,אכפת לך,6,band22,Do you mind closing the door?
doctor,רופא,3,band22,"We use ""doctor"" in English."
document,מסמך,10,"band22,band33july18","We use ""document"" in English."
dog,כלב,1,band22,My dog loves to play fetch.
dollar,דולר,10,band22,"We use ""dollar"" in English."
dolphin,דולפין,10,band22,We saw dolphins at the beach.
domain,תחום,7,band33july18,
domestic,"מקומי, פנים מדינה",8,"lexisband3,band33july18",This is a domestic flight.
dominant,דומיננטי / שולט,8,band33july18,v
dominate,לשלוט,8,band33july18,v
domination,שליטה,9,band33july18,v
Don't ask me!,אל תשאל אותי!,8,lexisband3,"Don't ask me, I have no idea!"
Don't ask!,אל תשאל!,8,lexisband3,How was the exam? Don't ask!
don't bother,לא כדאי / אל תטריח,5,band22,"Don't bother cooking, we'll order pizza."
done,"גמור, מוכן",8,lexisband3,Is dinner done yet?
donkey,חמור,10,band22,The donkey carried the heavy load.
door,דלת,1,band22,Close the door behind you.
dot,נקודה,10,band22,"We use ""dot"" in English."
double,כפול,10,"band22,band33july18",I ordered a double espresso.
doubt,ספק,10,band22,I have no doubt about it.
down,למטה,10,band22,"We use ""down"" in English."
download,להוריד (קובץ),10,band22,"We use ""download"" in English."
downstairs,קומה למטה,10,band22,"We use ""downstairs"" in English."
dozen,תריסר,10,"band22,band33july18","We use ""dozen"" in English."
draft,טיוטה,8,"lexisband3,band33july18",This is just a rough draft.
drama,דרמה,10,band22,We're studying drama at school.
dramatic,דרמטי,6,band22,"We use ""dramatic"" in English."
draw,לצייר,10,band22,I like to draw pictures.
drawer,מגירה,10,band22,"We use ""drawer"" in English."
drawing,ציור,8,band33july18,
dreadful,"נורא, איום",8,lexisband3,The weather was dreadful.
dream,חלום,10,band22,I had a strange dream last night.
dress,שמלה / להתלבש,10,band22,She wore a beautiful dress.
dressed,לבוש,10,band22,"We use ""dressed"" in English."
drink,לשתות,3,band22,What would you like to drink?
drive,לנהוג,3,band22,My father drives me to school.
driver,נהג,7,band33july18,
drop,להפיל / טיפה,5,band22,Don't drop the eggs!
drug,תרופה / סם,6,band33july18,
drunk,שיכור,8,lexisband3,He was arrested for drunk driving.
Druz,דרוזי,4,band22,"We use ""Druz"" in English."
Druze,דרוזי,4,band22,"We use ""Druze"" in English."
dual,כפול / דואלי,6,band33july18,
due to,בגלל / עקב,6,band22,The game was canceled due to rain.
during,במהלך / בזמן,5,band22,I fell asleep during the movie.
during/in/over the course of,במהלך,7,band33july18,
duty,חובה / תפקיד,6,band33july18,
dynamic(s),דינמיקה,9,band33july18,
e.g,לדוגמה,6,band33july18,
each,כל אחד,5,scrap,Each student has their own desk.
each other,אחד את השני,5,band22,They love each other.
ear,אוזן,3,band22,I can't hear with this ear.
early,מוקדם,3,band22,It's too early to go.
earn,להרוויח,6,band33july18,
earth,אדמה / כדור הארץ,5,band22,The earth is round.
earthquake,רעידת אדמה,8,lexisband3,The earthquake measured 6.5.
easily,בקלות,7,band33july18,
east,מזרח,5,band22,The sun rises in the east.
Easter,חג הפסחא,7,band33july18,
eastern,מזרחי,8,band33july18,
easy,קל,3,band22,This test is easy.
eat,לאכול,3,band22,Let's eat dinner together.
economic,כלכלי,8,band33july18,adv
economical,חסכוני,8,lexisband3,This car is very economical.
economically,מבחינה כלכלית,9,band33july18,adv
economics,כלכלה,8,band33july18,adv
economy,כלכלה,8,band33july18,adv
edge,קצה / יתרון,6,band33july18,
edit,לערוך,6,band33july18,n
editor,עורך,8,"lexisband3,band33july18",She's the editor of the magazine.
educate,לחנך,8,"lexisband3,band33july18",We need to educate people about health.
education,חינוך / השכלה,6,band22,Education is very important.
educational,חינוכי,9,band33july18,adj
effect,השפעה / תוצאה,7,band22,The medicine had no effect.
effective,יעיל,8,band33july18,
efficiency,יעילות,9,band33july18,adv
efficient,יעיל,8,"lexisband3,band33july18",We need a more efficient system.
efficiently,ביעילות,9,band33july18,adv
egg,ביצה,1,"band22,band33july18",Boil the egg for 10 minutes.
either,או / גם (בשלילה),7,scrap,You can choose either one.
either way,כך או כך,8,lexisband3,"Either way, we'll have to pay."
either...or,או... או,5,band22,It's either yes or no.
elbow,מרפק,8,lexisband3,He hurt his elbow playing tennis.
elderly,"קשיש, מבוגר",8,lexisband3,Services for elderly people.
elect,לבחור,7,band33july18,n
election,בחירות,8,band33july18,n
electric,חשמלי,5,band22,This is an electric car.
electronic,אלקטרוני,9,band33july18,
element,"יסוד, מרכיב",8,"lexisband3,band33july18",Water contains two elements: hydrogen and oxygen.
elementary,יסודי,9,band33july18,
eliminate,לחסל,8,band33july18,n
elimination,חיסול,9,band33july18,n
else,אחר / עוד,5,band22,What else can I do?
elsewhere,במקום אחר,8,band33july18,
emerge,"לצוץ, להופיע",8,"lexisband3,band33july18",New evidence has emerged.
emergence,הופעה,8,band33july18,n
emergency,חירום,8,band33july18,
emerging,מתעורר / מתפתח,8,band33july18,n
emotion,רגש,8,"lexisband3,band33july18",She showed no emotion.
emotional,רגשי,8,band33july18,adj
emphasis,"דגש, הדגשה",8,"lexisband3,band33july18",The emphasis is on quality.
emphasize,להדגיש,8,band33july18,n
employ,להעסיק,7,band33july18,n
employee,עובד,8,band33july18,n
employer,מעסיק,8,band33july18,n
employment,תעסוקה,9,band33july18,n
empty,ריק,4,band22,The room is empty.
enable,לאפשר,7,band33july18,
encounter,להיתקל / מפגש,8,band33july18,
encourage,לעודד,6,band22,My teacher encourages me to try harder.
end,סוף,3,"band22,band33july18",This is the end of the story.
end up,בסופו של דבר,7,band33july18,She studied medicine but ended up being a teacher.
enemy,אויב,7,band33july18,
energy,אנרגיה / כוח,6,band22,I have no energy today.
engage,למשוך / להתקשר,7,band33july18,n
engagement,אירוסין,8,"lexisband3,band33july18",They announced their engagement.
engine,מנוע,6,band22,The car engine is broken.
engineer,מהנדס,8,band33july18,n
engineering,הנדסה,9,band33july18,n
enhance,לשפר / להגביר,8,band33july18,
enjoyable,מהנה,8,lexisband3,We had a very enjoyable evening.
enormous,עצום / ענק,7,band22,That's an enormous elephant!
enquiry),חקירה,8,band33july18,n
ensure,להבטיח,7,band33july18,
enter,להזין מידע,8,lexisband3,Enter your password here.
enterprise,מיזם,9,band33july18,
entire,שלם / כולו,7,band33july18,adv
entirely,לחלוטין,8,band33july18,adv
entitled,זכאי / מוסמך,8,band33july18,You are entitled to a promotion.
entrance,כניסה,8,band33july18,
entry,כניסה / רישום,7,band33july18,
environment,סביבה / איכות הסביבה,7,band22,We must protect the environment.
environmental,סביבתי,9,band33july18,
episode,פרק,8,lexisband3,Did you watch the last episode?
equal,שווה,6,band22,All people are equal.
equality,שוויון,8,band33july18,n
equally,באופן שווה,8,band33july18,n
equip,לצייד,7,band33july18,n
equipment,ציוד,8,band33july18,n
equivalent,שווה ערך,9,band33july18,
era,עידן / תקופה,6,band33july18,
error,שגיאה,7,band33july18,
escape,בריחה,8,"lexisband3,band33july18",There's no escape from reality.
especially,במיוחד,6,band22,"I love all fruits, especially apples."
essay,"חיבור, מסה",8,lexisband3,Write an essay about your summer.
essential,חיוני,8,band33july18,adv
essentially,"בעיקרו, למעשה",8,"lexisband3,band33july18",They're essentially the same thing.
establish,להקים,8,band33july18,adj
established,מבוסס / מוקם,9,band33july18,adj
establishment,הקמה / מוסד,9,band33july18,adj
estimate,להעריך / הערכה,8,band33july18,n
estimation,הערכה,9,band33july18,n
etc.,וכו',6,band33july18,
ethical,אתי,8,band33july18,
ethnic,אתני,7,band33july18,
European,אירופאי,8,band33july18,
evaluate,להעריך,8,band33july18,n
evaluation,הערכה,9,band33july18,n
even,אפילו / זוגי,5,"band22,band33july18",Even I can do it.
even harder,אפילו יותר קשה,6,band22,"We use ""even harder"" in English."
even if,אפילו אם / גם אם,6,band22,"We use ""even if"" in English."
even so,למרות זאת,7,band33july18,
even though,למרות ש / אף על פי ש,6,band22,"We use ""even though"" in English."
evening,ערב,3,band22,Good evening!
event,אירוע,8,"lexisband3,band33july18",The wedding was a big event.
eventually,בסופו של דבר,9,band33july18,
ever,אי פעם / תמיד,5,band22,Have you ever been to London?
ever since,מאז,6,band22,"Ever since that day, we've been friends."
every,כל,3,band22,"We use ""every"" in English."
everywhere,בכל מקום,9,band33july18,
evidence,עדות / ראיה,8,band33july18,
evident,ברור / גלוי,8,band33july18,adv
evidently,כנראה,8,band33july18,adv
evolution,התפתחות / אבולוציה,8,band33july18,n
evolve,להתפתח,7,band33july18,n
exact,מדויק,6,band22,What's the exact time?
exactly,בדיוק,5,band22,That's exactly what I meant.
examination,בחינה / בדיקה,5,band22,We have an examination tomorrow.
exceed,לעבור / לחרוג,7,band33july18,adj
excellent,מצוין / מעולה,5,band22,Your work is excellent!
except,חוץ מ / מלבד,6,"band22,band33july18",Everyone came except Mary.
except for,חוץ מ...,6,scrap,Everyone came except for Tom.
except that,חוץ מזה ש-,8,lexisband3,I'd come except that I'm busy.
except that/for,למעט,7,band33july18,
exception,חריג,8,lexisband3,We'll make an exception this time.
excessive,מוגזם,8,band33july18,adj
exchange,להחליף,8,"lexisband3,band33july18",Can I exchange this shirt?
exciting,מרגש,5,band22,What an exciting game!
exclude,לא לכלול,8,band33july18,n
exclusion,אי הכללה,8,band33july18,n
exclusive,בלעדי,8,band33july18,adv
exclusively,באופן בלעדי,9,band33july18,adv
executive,מנהל / ביצועי,8,band33july18,
exercise,לממש / להפעיל,8,band33july18,
exhibit,להציג,8,band33july18,n
exhibition,תערוכה,9,band33july18,n
exist,להתקיים,8,"lexisband3,band33july18",Do ghosts really exist?
existence,קיום,8,band33july18,adj
existing,קיים,8,band33july18,adj
exit,יציאה / לצאת,6,band33july18,
expand,להרחיב,7,band33july18,n
expansion,הרחבה,8,band33july18,n
expect,לצפות / לקוות,6,band22,I expect you to be on time.
expectation(s),ציפיות,9,band33july18,
expected,צפוי,8,lexisband3,The expected arrival time is 5 PM.
expedition,משלחת,8,lexisband3,They went on an expedition to Antarctica.
expense,"הוצאה, עלות",8,lexisband3,Travel is a major expense.
expense(s),הוצאות,9,band33july18,adj
expensive,יקר,8,band33july18,adj
experience,נסיון / חוויה,6,"band22,band33july18",I had an amazing experience.
experiment,"ניסוי, להתנסות",8,"lexisband3,band33july18",We did a science experiment in class.
expert,מומחה,6,"band22,band33july18",He's an expert in computers.
expertise,מומחיות,8,band33july18,n
explain,להסביר,5,band22,Can you explain this problem to me?
explanation,הסבר,6,band22,I need an explanation.
explicit,מפורש,8,band33july18,adv
explicitly,במפורש,9,band33july18,adv
explode,להתפוצץ,8,lexisband3,The bomb could explode at any moment.
exploit,לנצל,8,band33july18,n
exploitation,ניצול,9,band33july18,n
exploration,חקירה,9,band33july18,n
explore,לחקור,8,band33july18,n
export,יצוא / לייצא,7,band33july18,
expose,לחשוף,8,"lexisband3,band33july18",The scandal exposed corruption.
exposed,חשוף,8,band33july18,adj
express,לבטא / להביע,7,band22,It's important to express your feelings.
expression,ביטוי,9,band33july18,An idiomatic expression. She had a sad expression on her face.
extend,"להאריך, להרחיב",8,"lexisband3,band33july18",They decided to extend the deadline.
extended,מורחב,8,band33july18,adj
extension,הארכה / שלוחה,8,band33july18,adj
extent,"מידה, היקף",8,"lexisband3,band33july18",To what extent do you agree?
external,חיצוני,8,"lexisband3,band33july18",External factors affected the result.
extraordinary,יוצא דופן,8,lexisband3,She has extraordinary talent.
extreme,קיצוני,8,lexisband3,He has extreme views on politics.
extremely,במידה רבה / ביותר,7,band22,I'm extremely happy.
eye,עין,1,band22,She has beautiful blue eyes.
face,פנים,1,"band22,band33july18",Wash your face every morning.
facilitate,להקל / לאפשר,9,band33july18,
facilities,מתקנים,8,lexisband3,The hotel has excellent facilities.
facility,מתקן,8,band33july18,
fact,עובדה,6,band33july18,
factor,גורם,7,band33july18,
factory,מפעל,8,band33july18,
fade,"לדעוך, להתפוגג",8,lexisband3,The colors will fade in the sun.
fail,להיכשל / לכשול,6,band22,Don't worry if you fail the first time.
fail to do sth,להיכשל לעשות משהו,7,band33july18,I failed to complete the assignment on time. He failed to turn up.
failure,כישלון,8,band33july18,
fairly,"למדי, די",8,"lexisband3,band33july18",The test was fairly easy.
faith,אמונה,8,"lexisband3,band33july18",She has faith in her abilities.
faithful,נאמן,8,band33july18,adj
faithfully,בנאמנות,9,band33july18,adj
fall,סתיו / ליפול,3,band22,Be careful not to fall.
fall (= autumn),סתיו,7,band33july18,
false,שקר / לא נכון,6,band22,The statement is false.
fame,תהילה,8,lexisband3,He achieved fame as a singer.
familiar,מוכר,8,band33july18,
family,משפחה,1,band22,I love my family very much.
famous,מפורסם,5,band22,He's a famous actor.
fan,מעריץ / מאוורר,6,band33july18,She's a great fan of classical music.
farm,חווה,6,band33july18,n
farmer,חקלאי,7,band33july18,n
fashion,אופנה,8,band33july18,adj
fashionable,אופנתי,9,band33july18,adj
fast,מהיר,3,band22,He runs very fast.
fat,שמן / שומן,4,band22,The cat is getting fat.
father,אבא,1,band22,My father is a doctor.
fault,אשמה,8,lexisband3,It's not your fault.
favor,טובה / להעדיף,7,band33july18,adj
favorable,חיובי / נוח,8,band33july18,adj
fear,פחד / לפחד,6,band22,He has a fear of heights.
feature,"מאפיין, תכונה",8,"lexisband3,band33july18",This phone has many useful features.
federal,פדרלי,8,lexisband3,The federal government passed a new law.
fee,"אגרה, תשלום",8,"lexisband3,band33july18",There's a small fee for parking.
feed,להאכיל,5,band22,Don't forget to feed the cat.
feel,להרגיש,6,band33july18,n
feel like,בא לי / מרגיש כמו,5,band22,I feel like eating pizza.
feeling,תחושה,8,band33july18,n
female,"נקבה, נשי",8,"lexisband3,band33july18",The female students outnumber the males.
feminine,נשי,8,band33july18,adj
fence,גדר,8,lexisband3,We built a fence around the garden.
festival,פסטיבל / חג,5,band22,There's a music festival this weekend.
few,מעט / כמה,4,band22,I have a few questions.
fiction,בדיון,8,lexisband3,She writes science fiction novels.
field,שדה / תחום,6,band22,The children are playing in the field.
fifth,חמישי / חמישית,5,band22,She finished in fifth place in the race.
fight,לריב / לחימה,5,band22,They had a fight.
figure,"דמות, איש חשוב",8,"lexisband3,band33july18",He's an important figure in politics.
figure out sth/sb,"דמות, איש חשוב",7,band33july18,
figure sth/sb out,"דמות, איש חשוב",7,band33july18,
file,קובץ / תיק,6,"band22,band33july18",Save the file on your computer.
fill,למלא,5,band22,Fill the glass with water.
fill in,למלא (טופס),6,band22,Fill in the blank spaces.
fill out,למלא (טופס),6,band22,Please fill out this form.
final,סופי / אחרון,6,band22,This is the final warning.
finally,סוף סוף / לבסוף,5,band22,We finally arrived.
finance,"מימון, כספים",8,"lexisband3,band33july18",We need to discuss the project's finance.
financial,פיננסי / כספי,8,band33july18,n
find,למצוא,3,band22,I can't find my keys.
findings,ממצאים,8,band33july18,
finger,אצבע,4,band22,I cut my finger.
finish,לסיים,3,band22,Did you finish your homework?
fire,לפטר,6,band33july18,
firm,חברה / איתן,6,band33july18,
first of all,קודם כל / ראשית,5,band22,"First of all, let me introduce myself."
fish,דג,1,band22,Fish is healthy food.
fit,להתאים / כושר,6,"band22,band33july18",We keep fit by having regular exercise. We don't think you are fit for the job.
fix,לתקן,5,band22,Can you fix my bicycle?
flame,להבה,8,lexisband3,The flame burned brightly.
flat,שטוח / דירה,6,band22,The land is completely flat.
flesh,"בשר, עור",8,lexisband3,The thorn cut into his flesh.
flexibility,גמישות,9,band33july18,n
flexible,גמיש,8,band33july18,n
flight,טיסה,7,band33july18,The flight to New York is late.
float,לצוף,8,lexisband3,The boat floated on the water.
floor,רצפה / קומה,5,band22,Don't sit on the floor.
flow,"זרימה, לזרום",8,"lexisband3,band33july18",Traffic flow is slow today.
flower,פרח,3,band22,This flower smells nice.
fly,לעוף,3,band22,Birds can fly in the sky.
focus,מוקד / להתמקד,7,band33july18,
fold,לקפל,8,lexisband3,Please fold the towels.
folk,עממי / אנשים,6,band33july18,Folk music. They are nice folk.
follow,לעקוב / לבוא אחרי,5,band22,"Follow me, I know the way."
following,"הבא, הבאים",8,lexisband3,Answer the following questions.
fond of,אוהב,7,band33july18,
food,אוכל,1,band22,This restaurant serves delicious food.
foot,כף רגל,3,band22,My foot hurts.
for good,לתמיד,8,band33july18,
for instance,לדוגמה / למשל,7,band22,"Many animals, for instance dogs and cats, are pets."
for life,לכל החיים,8,band33july18,
for long,לאורך זמן,8,band33july18,
for some time,במשך זמן מה,8,band33july18,
for the moment,לעת עתה,8,band33july18,
for the sake of,למען,8,band33july18,
forbid,לאסור,8,lexisband3,Smoking is strictly forbidden here.
force,לכפות / כוח,7,band22,You can't force me to go.
forecast,תחזית,8,lexisband3,What's the weather forecast?
foreign,זר / חוץ,6,band22,He speaks a foreign language.
forest,יער,5,"band22,band33july18",Many animals live in the forest.
forever,לנצח / לעד,6,band22,I will love you forever.
